Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Question Context
India,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,0,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,35,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,23,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,36,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,26,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Indonesia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,58,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,8,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,65,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,9,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iran (Islamic Republic of),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,24,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,40,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,0,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,47,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Iraq,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,0,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,52,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,41,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,0,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,40,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,43,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,0,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Italy,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,40,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,27,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,44,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,21,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Japan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,56,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,53,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,15,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,8,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kenya,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,56,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,9,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,62,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Kyrgyzstan,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,54,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,11,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,60,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Lao PDR,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,35,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,14,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,35,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,36,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,14,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,35,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Madagascar,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,39,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,47,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,9,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,42,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,41,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,8,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Mexico,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,31,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,8,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,50,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,33,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Morocco,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
